question,reference_answer,answer,score,dataset,dataset_num,normalized_score,before,score_bin
Sebutkan 5 partai yang biasa dilombakan dalam bulu tangkis. ,tunggal putra tunggal putri ganda putra ganda putri ganda campuran,pertarungan dua pasangan ganda putri ganda putra ganda campuran tunggal putri tunggal putra,100,analisis_essay,analisis_essay-19,1.0,ganda putri ganda putra ganda campuran tunggal putri tunggal putra,90-99
"Apa yang anda kethaui mengenai Rio Haryanto? (Termasuk tempat lahir, tim saat ini dan awal karir) ",rio haryanto lahir di solo jawa tengah rio merupakan seorang pebalap berkebangsaan indonesia yang kini membalap di ajang formula one f1 rio bergabung dengan tim manor racing rio adalah pembalap indonesia pertama yang masuk formula one f1 rio mengawali karir di balap gokart pada tahun 2002 dengan juara nasional gokart kelas kadet,rio heryanto merupakan seorang pebalap berkebangsaan indonesia yang kini membalap di ajang formula satu bersama tim manor racing dia lahir di solo jawa tengah 22 januari 1993,68,analisis_essay,analisis_essay-13,0.68,rio heryanto merupakan seorang pebalap berkebangsaan indonesia yang kini membalap di ajang formula satu bersama tim manor racing dia lahir di solo jawa tengah 22 januari 1993,60-69
"Apa yang anda ketahui mengenai Cristiano Ronaldo? (lahir, kebangsaan, klub saat ini, klub sebelum, nomor punggung dan sebutannya) ",cristiano ronaldo lahir di portugal 5 februari 1985 cristiano ronaldo dapat berposisi sebagai sayap kiri atau kanan serta penyerang tengah saat ini ia bermain untuk tim spanyol real madrid dan untuk tim nasional portugal sebelunya ia pernah bermain di sporting lisboa dan manchester united cristiano ronaldo kerap bernomor punggung 7 hingga mendapat sebutanan cr7,ricardo silva bernama asli ricardo silva santos aveiro lahir 5 februari 1985 di porto portugal klub saat ini adalah real madrid klub sebelumnya adalah manchester united nomor kostum adalah 7 dijuluki adalah cr7,52,analisis_essay,analisis_essay-16,0.52,cristiano ronaldo bernama asli cristiano ronaldo dos santos aveiro lahir 5 february 1985 di santo antonio portugal klub saat ini adalah real madrid klub sebelumnya adalah manchester united nomor punggung adalah 7 sebutanya adalah cr7,50-59
Jelaskan yang dimaksud dengan hardware dan berikan contohnya (minimal 5). ,hardware perangkat keras adalah suatu komponen yang ada pada komputer bisa dilihat secara kasat mata dan dapat disentuh secara fisik contoh mouse monitor keyboard printer kamera cpu kabel router bridge hub,salah satu komponen dari sebuah komputer yang sifat alat nya bisa dilihat dan diraba secara langsung atau yang berbentuk nyata yang berfungsi untuk mendukung proses komputerisasi contohnya monitor cpu mouse keyboard printer,55,analisis_essay,analisis_essay-33,0.55,salah satu komponen dari sebuah komputer yang sifat alat nya bisa dilihat dan diraba secara langsung atau yang berbentuk nyata yang berfungsi untuk mendukung proses komputerisasi contohnya monitor cpu mouse keyboard printer,50-59
Sebutkan 5 partai yang biasa dilombakan dalam bulu tangkis. ,tunggal putra tunggal putri ganda putra ganda putri ganda campuran,anak laki-laki perempuan campuran putra putri campuran,100,analisis_essay,analisis_essay-19,1.0,putra tunggal putri tunggal ganda putra ganda putri ganda campuran,90-99
Jelaskan yang dimaksud dengan hardware dan berikan contohnya (minimal 5). ,hardware perangkat keras adalah suatu komponen yang ada pada komputer bisa dilihat secara kasat mata dan dapat disentuh secara fisik contoh mouse monitor keyboard printer kamera cpu kabel router bridge hub,perangkat keras adalah peralatan contoh keyboard monitor cpu lcd proyektor mouse,51,analisis_essay,analisis_essay-33,0.51,hardware adalah perangkat keras contoh keyboard monitor cpu lcd proyektor mouse,50-59
Sebutkan 5 partai yang biasa dilombakan dalam bulu tangkis. ,tunggal putra tunggal putri ganda putra ganda putri ganda campuran,Anak laki-laki tunggal putri tunggal ganda putra ganda putri ganda campuran,100,analisis_essay,analisis_essay-19,1.0,putra tunggal putri tunggal ganda putra ganda putri ganda campuran,90-99
Apa saja yang harus diperhatikan saat memilih kolam renang yang baik? (Sebutkan minimal 3) ,kualitas air pilih air yang bersih dan tidak berbau peralatan keselamatan yang ada bentuk dan kedalaman kolam renang memperhatikan pengguna kolam renang pilih yang tidak berbaur antara pria dan wanita,Kebersihan ketenangan lingkungan dan nuansa,36,analisis_essay,analisis_essay-18,0.36,kebersihan kenyamanan lingkungan dan suasana,30-39
"Apa yang anda ketahui mengenai Cristiano Ronaldo? (lahir, kebangsaan, klub saat ini, klub sebelum, nomor punggung dan sebutannya) ",cristiano ronaldo lahir di portugal 5 februari 1985 cristiano ronaldo dapat berposisi sebagai sayap kiri atau kanan serta penyerang tengah saat ini ia bermain untuk tim spanyol real madrid dan untuk tim nasional portugal sebelunya ia pernah bermain di sporting lisboa dan manchester united cristiano ronaldo kerap bernomor punggung 7 hingga mendapat sebutanan cr7,ricardo roberto lahir di lisbon portugal klub yang saat ini dipertahankan adalah real madrid dan sebelumnya ricardo roberto membela klub manchester united nomer yang digunakan adalah tujuh sehingga memiliki sebutan cr seven,63,analisis_essay,analisis_essay-16,0.63,cristiano ronaldo lahir di lisbon portugal klub yang saat ini dibela adalah real madrid dan sebelumnya cristiano ronaldo membela klub manchester united nomer yang digunakan adalah tujuh sehingga memiliki sebutan cr seven,60-69
Jelaskan yang dimaksud dengan hardware dan berikan contohnya (minimal 5). ,hardware perangkat keras adalah suatu komponen yang ada pada komputer bisa dilihat secara kasat mata dan dapat disentuh secara fisik contoh mouse monitor keyboard printer kamera cpu kabel router bridge hub,hardware adalah perangkat keras pada komputer dan salah satu komponen dari sebuah komputer yang sifatnya bisa di lihat dalam bentuk nyata,50,analisis_essay,analisis_essay-33,0.5,hardware adalah perangkat keras pada komputer dan salah satu komponen dari sebuah komputer yang sifatnya bisa di lihat dalam bentuk nyata,40-49
Jelaskan yang dimaksud dengan hardware dan berikan contohnya (minimal 5). ,hardware perangkat keras adalah suatu komponen yang ada pada komputer bisa dilihat secara kasat mata dan dapat disentuh secara fisik contoh mouse monitor keyboard printer kamera cpu kabel router bridge hub,hardware adalah perangkat keras yang bisa dilihat oleh mata yang bisa membantu kinerja komputer contohnya monitor keyboard mouse printer speaker,55,analisis_essay,analisis_essay-33,0.55,hardware adalah perangkat keras yang bisa dilihat oleh mata yang bisa membantu kinerja komputer contohnya monitor keyboard mouse printer speaker,50-59
"Apa yang anda ketahui mengenai PSSI? (Termasuk pengertian, organisasi yang tergabung dan ketua umum saat ini) ",pssi adalah persatuan sepak bola seluruh indonesia organisasi induk yang bertugas mengatur kegiatan olahraga sepak bola di indonesia pssi bergabung dengan fifa dan dengan afc pssi menggelar kompetisi liga indonesia setiap tahunnya dan piala indonesia ketua umum pssi sekarang adalah la nyalla mattalitti,persatuan sepak bola seluruh indonesia disingkat pssi adalah organisasi induk yang bertugas mengatur kegiatan olahraga sepak bola di indonesia pssi berdiri pada tanggal 19 april 1930 dengan nama awal persatuan sepak raga seluruh indonesia ketua umum sekarang la nyalla mataliti,55,analisis_essay,analisis_essay-12,0.55,persatuan sepak bola seluruh indonesia disingkat pssi adalah organisasi induk yang bertugas mengatur kegiatan olahraga sepak bola di indonesia pssi berdiri pada tanggal 19 april 1930 dengan nama awal persatuan sepak raga seluruh indonesia ketua umum sekarang la nyalla mataliti,50-59
Apa yang dimaksud dengan pengakuan de facto suatu negara? (Sebutkan juga unsur negara yang harus ada agar diakui). ,pengertian pengakuan de facto adalah pengakuan yang diberikan oleh suatu negara kepada negara lain yang telah memenuhi unsur unsur negara seperti ada pemimpin rakyat dan wilayahnya,Penegakan yang disandikan oleh suatu negara kepada negara lain yang telah memenuhi kriteria negara seperti terdapat tokoh penegak dan teritorialnya,91,analisis_essay,analisis_essay-29,0.91,pengakuan yang diberikan oleh suatu negara kepada negara lain yang telah memenuhi unsur unsur negara seperti ada pemimpin rakyat dan wilayahnya,90-99
Sebutkan 5 partai yang biasa dilombakan dalam bulu tangkis. ,tunggal putra tunggal putri ganda putra ganda putri ganda campuran,beregu putra beregu putri beregu campuran tunggal putra tunggal putri,90,analisis_essay,analisis_essay-19,0.9,ganda putra ganda putri ganda campuran single putra single putri,80-89
"Apa yang anda ketahui mengenai kerajaan Majapahit? (Mengenai tempat, masa puncak kejayaan dan agama. Usahakan jawab dalam 2-4 kalimat) ",majapahit adalah sebuah kerajaan yang berpusat di jawa timur indonesia kerajaan ini mencapai puncak kejayaannya dan menguasai wilayah di nusantara pada masa kekuasaan hayam wuruk kerajaan majapahit merupakan kerajaan hindu budha terbesar dalam sejarah indonesia,Kerajaan Majapahit adalah sebuah kerajaan Hindu terbesar yang pernah ada di Indonesia kerajaan ini adalah sebuah kerajaan yang berpusat di daerah mojokerto lebih tepatnya di daerah trowulan kerajaan ini adalah salah satu kerajaan Hindu dan mengalami masa kemuliaan pada era hayam wuruk karena seluruh wilayah indonesia dikuasai oleh majapahit selain memiliki raja yang perkasa majapahit juga memiliki salah satu mahapatih terkemuka yaitu gajahmada yang terkenal dengan sumpah palapa.,85,analisis_essay,analisis_essay-23,0.85,kerajaan majapahit adalah sebuah kerajaan hindu terbesar yang pernah ada di indonesia kerajaan ini adalah sebuah kerajaan yang berpusat di daerah mojokerto lebih tepatnya di daerah trowulan kerajaan ini adalah salah satu kerajaan hindu dan mengalami masa kejayaan pada era hayam wuruk karena seluruh wilayah indonesia dikuasai oleh majapahit selain memiliki raja yang besar majapahit juga memiliki salah satu mahapatih terkenal yaitu gajahmada yang terkenal dengan sumpah palapa,80-89
Sebutkan 6 cara belanja (shopping) yang baik dan efektif?,1 buatlah list barang apa saja yang harus dibeli 2 utamakan kebutuhan daripada keinginan 3 bandingkan dulu komposisi kualitas dan kuantitas barang sebelum dibeli 4 jangan mudah tergiur barang barang diskon 5 teliti barang sebelum membeli 6 pilihlah mana barang yang yang bisa dibeli secara grosir atau eceran,belanja online belanja dengan menggunakan kartu atm belanja dengan menggunakan kartu kredit belanja sesuai kebutuhan belanja barang yang halal belanja di toko yang terpercaya atau resmi,21,analisis_essay,analisis_essay-5,0.21,belanja online belanja dengan menggunakan kartu atm belanja dengan menggunakan kartu kredit belanja sesuai kebutuhan belanja barang yang halal belanja di toko yang terpercaya atau resmi,20-29
Apa perbedaan hukum perdata dan hukum pidana? ,hukum perdata adalah hukum yang mengatur hubungan antara individu dengan individu fokus dari hukum perdata adalah kepentingan personal atau kepentingan individu seperti hak waris harta gono gini hukum pidana adalah hukum tertulis yang mengatur tentang perbuatan yang dilarang pelanggaran kriminal,hukum perdata adalah hukuman satu per satu kalau hukum perdana adalah hukuman yang pertama kali dijalani,7,analisis_essay,analisis_essay-27,0.07,hukum perdata adalah hukuman satu per satu kalau hukum perdana adalah hukuman yang pertama kali dijalani,0-9
Jelaskan yang dimaksud dengan gaya hidup hedonism.,gaya hidup hedonis hedonism adalah suatu pola hidup yang aktivitasnya untuk mencari kesenangan hidup seperti lebih banyak menghabiskan waktu diluar rumah lebih banyak bermain senang pada keramaian kota senang membeli barang mahal yang disenanginya serta selalu ingin menjadi pusat perhatian,gaya hidup yang mementingkan kesehatan,10,analisis_essay,analisis_essay-6,0.1,gaya hidup yang mementingkan kesehatan,0-9
Jelaskan yang dimaksud dengan hardware dan berikan contohnya (minimal 5). ,hardware perangkat keras adalah suatu komponen yang ada pada komputer bisa dilihat secara kasat mata dan dapat disentuh secara fisik contoh mouse monitor keyboard printer kamera cpu kabel router bridge hub,perangkat keras komputer semua yang bisa kita rasakan dan bisa kita saksikan wujud fisiknya dalam komputer contoh layar mouse papan ketik papan utama vga memori pemroses dll,77,analisis_essay,analisis_essay-33,0.77,hardware perangkat keras komputer semua yg bisa kita sentuh dan bisa kita lihat bentuk nyatanya dalam komputer contoh monitor mouse keyboard motherboard vga ram processor dll,70-79
"Apa yang anda ketahui mengenai kerajaan Majapahit? (Mengenai tempat, masa puncak kejayaan dan agama. Usahakan jawab dalam 2-4 kalimat) ",majapahit adalah sebuah kerajaan yang berpusat di jawa timur indonesia kerajaan ini mencapai puncak kejayaannya dan menguasai wilayah di nusantara pada masa kekuasaan hayam wuruk kerajaan majapahit merupakan kerajaan hindu budha terbesar dalam sejarah indonesia,kerajaan majapahit bertempat di jawa timur kerajaan tersebut merupakan kerajaan hindu masa puncak kejayaannya adalah pada abad 14,50,analisis_essay,analisis_essay-23,0.5,kerajaan majapahit bertempat di jawa timur kerajaan tersebut merupakan kerajaan hindu masa puncak kejayaannya adalah pada abad 14,40-49
"Apa yang anda ketahui mengenai Cristiano Ronaldo? (lahir, kebangsaan, klub saat ini, klub sebelum, nomor punggung dan sebutannya) ",cristiano ronaldo lahir di portugal 5 februari 1985 cristiano ronaldo dapat berposisi sebagai sayap kiri atau kanan serta penyerang tengah saat ini ia bermain untuk tim spanyol real madrid dan untuk tim nasional portugal sebelunya ia pernah bermain di sporting lisboa dan manchester united cristiano ronaldo kerap bernomor punggung 7 hingga mendapat sebutanan cr7,"cristiano dos santos aveiro lahir di funchal madeira portugal 5 februari 1985, usia 31 tahun atau lebih dikenal cristiano ronaldo merupakan seorang pemain sepak bola portugal ia dapat berposisi sebagai sayap kiri atau kanan serta penyerang tengah saat ini ia bermain untuk tim spanyol real madrid dan untuk tim nasional portugal sebelum bermain untuk real madrid ia pernah bermain di sporting lisboa dan manchester united pemain yang kerap memakai nomor punggung 7 di lapangan hijau ini juga akrab dengan sebutan cr7 gabungan dari inisial nama dan nomor punggungnya",80,analisis_essay,analisis_essay-16,0.8,cristiano ronaldo dos santos aveiro oih lahir di funchal madeira portugal 5 februari 1985 umur 31 tahun atau lebih dikenal cristiano ronaldo merupakan seorang pemain sepak bola portugal ia dapat berposisi sebagai sayap kiri atau kanan serta penyerang tengah saat ini ia bermain untuk tim spanyol real madrid dan untuk tim nasional portugal sebelum bermain untuk real madrid ia pernah bermain di sporting lisboa dan manchester united pemain yang kerap bernomor punggung 7 di lapangan hijau ini juga akrab dengan sebutan cr7 gabungan dari inisial nama dan nomor punggungnya,70-79
Sebutkan lebih dari 10 cara merawat kesehatan rambut?,1 selalu lindungi rambutmu dari sinar matahari angin dan hujan 2 setelah keramas jangan langsung menyisir tunggu beberapa saat sampai rambut agak kering 3 gunakan kondisioner setelah keramas kondisioner dapat membantu agar rambutmu semakin lurus 4 lakukan conditioning dengan benar 5 pilih sampo dan kondisioner dari jenis yang sama karena memiliki formulasi yang sama 6 hindari penggunaan hair dryer pada rambut 7 hindari menggunakan ikat rambut yang super ketat 8 ketika tidur di malam hari biarkan rambut tergerai pada satu sisi untuk menghindari kekusutan rambut 9 tidur menggunakan bantal yang terbuat dari satin 10 ketika mengeringkan rambut lakukan dengan cara ditekan 11 gunakan masker rambut yang cocok untuk rambut 12 gunakan air dingin untuk keramas 13 makan yang benar nutrisi tertentu seperti vitamin zat besi dan protein sangat penting untuk pertumbuhan rambut dan kesehatan,selalu pertahankan rambutmu dari radiasi matahari gunakan pelembut setelah keramas pilih sampo dan pelembut dari jenis yang sama karena memiliki komposisi yang sama hindari penggunaan catokan pada rambut hindari menggunakan ikat rambut yang sangat kencang bagi wanita tidur menggunakan bantal yang terbuat dari satin bisa untuk meminimalkan kerusakan rambut ketika mengeringkan rambut lakukan dengan cara ditekan gunakan air dingin untuk keramas makan yang benar sering beri vitamin pada rambut,73,analisis_essay,analisis_essay-3,0.73,selalu lindungi rambutmu dari sinar matahari gunakan kondisioner setelah keramas pilih sampo dan kondisioner dari jenis yang sama karena memiliki formulasi yang sama hindari penggunaan hair dryer pada rambut hindari menggunakan ikat rambut yang super ketat bagi perempuan tidur menggunakan bantal yang terbuat dari satin bisa untuk mengurangi kerusakan rambut ketika mengeringkan rambut lakukan dengan cara ditekan gunakan air dingin untuk keramas makan yang benar sering beri vitamin pada rambut,70-79
